"event_id","R0","k","at_hub","route","spill_lat","spill_lon","hub_id","hub_dist_km","travel_time","n_swath_cells","n_hub_cells"
193,0,1.01302775278545,FALSE,"single_case",-0.458333333333305,31.8749999999999,26,13.0812661811814,102.279998779297,22,8
194,0,0.497049774190324,FALSE,"single_case",0.791666666666694,33.8749999999999,16,20.6832339322778,60.560001373291,59,41
195,0,1.26986562113668,FALSE,"single_case",3.37500000000003,34.3749999999999,3,66.6226279672883,279.369995117188,47,6
196,0,0.781662755374377,FALSE,"single_case",0.458333333333361,31.8749999999999,22,38.1375785603485,77.7200012207031,37,7
197,0,0.78172205878508,TRUE,"single_case",0.208333333333361,32.7916666666666,16,0,28.5400009155273,NA,NA
198,0,0.840461693296726,FALSE,"single_case",1.37500000000003,34.2083333333333,15,18.4946730205553,66.6100006103516,46,17
199,1.05240258572269,0.420280132605675,FALSE,"spatial",-0.958333333333305,30.2083333333333,29,29.2506592257358,69.5199966430664,34,10
200,0.167715312776408,0.856331295903593,FALSE,"nonspatial_sub",-0.291666666666639,31.2916666666666,26,29.2507272568405,87.3099975585938,33,8
201,0.376431860206332,0.919086651570426,TRUE,"nonspatial_sub",-1.2083333333333,29.9583333333333,29,0,9.69999980926514,NA,NA
202,0,1.95859522731678,TRUE,"single_case",-0.291666666666639,31.7916666666666,26,0,9.73999977111816,NA,NA
203,0.318935877799329,0.938318992749355,TRUE,"nonspatial_sub",3.45833333333336,30.9583333333333,4,0,15.8900003433228,NA,NA
204,0,0.432994611768792,TRUE,"single_case",1.12500000000003,34.2083333333333,16,0,8.42000007629395,NA,NA
205,0,0.694428546833946,FALSE,"single_case",2.54166666666669,32.9583333333333,9,9.25000000000002,39.7000007629395,41,18
206,0,1.18534392124015,FALSE,"single_case",2.04166666666669,34.0416666666666,11,18.4882558878563,45.2000007629395,50,25
207,0.299913371710723,0.36771871063408,FALSE,"nonspatial_sub",1.54166666666669,33.5416666666666,11,9.24999999999997,38.4000015258789,38,16
208,0,2.34532938246604,FALSE,"single_case",2.45833333333336,34.7083333333333,12,62.0052051624266,165.419998168945,47,5
209,0,1.08487069539117,TRUE,"single_case",1.04166666666669,34.0416666666666,16,0,16.1700000762939,NA,NA
210,0,0.574477326464929,FALSE,"single_case",1.29166666666669,34.0416666666666,15,9.25000000000002,32.560001373291,39,17
211,0,1.27169663371702,FALSE,"single_case",0.875000000000028,33.3749999999999,19,9.24892136592089,35.75,51,29
212,0,0.62152419196158,FALSE,"single_case",2.45833333333336,32.5416666666666,9,33.3301026372355,66.2900009155273,36,13
213,0,1.13046022791423,FALSE,"single_case",0.375000000000028,33.5416666666666,16,13.0813353609835,57.9300003051758,55,39
214,0,2.2122114926159,TRUE,"single_case",2.04166666666669,33.7083333333333,11,0,15.7700004577637,NA,NA
215,0,0.406933683261788,FALSE,"single_case",0.541666666666695,30.6249999999999,20,33.3503174985581,71.6800003051758,35,8
216,2.63079385488047,1.84840017061003,FALSE,"spatial",0.291666666666695,31.2083333333333,22,20.6835751934665,85.4499969482422,29,7
217,0,0.400923576938288,FALSE,"single_case",3.54166666666669,34.0416666666666,3,26.1379790410559,70.8499984741211,40,6
218,0,1.4322169138256,TRUE,"single_case",3.04166666666669,30.7916666666666,4,0,27.4200000762939,NA,NA
219,0,1.07446932438086,FALSE,"single_case",1.87500000000003,32.7916666666666,9,27.75,98.120002746582,43,13
220,0.1114291458996,1.08733491065481,FALSE,"nonspatial_sub",2.62500000000003,30.8749999999999,4,20.679289870733,70.0899963378906,30,14
221,0,1.58356841629374,FALSE,"single_case",1.87500000000003,34.9583333333333,12,87.7109204537492,184.940002441406,53,5
